"DateKey","FullDateAlternateKey","DayNumberOfWeek","EnglishDayNameOfWeek","SpanishDayNameOfWeek","FrenchDayNameOfWeek","DayNumberOfMonth","DayNumberOfYear","WeekNumberOfYear","EnglishMonthName","SpanishMonthName","FrenchMonthName","MonthNumberOfYear","CalendarQuarter","CalendarYear","CalendarSemester","FiscalQuarter","FiscalYear","FiscalSemester"
"20180911","11/09/2018 00:00:00","3","Tuesday","Martes","Mardi","11","254","37","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180912","12/09/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","12","255","37","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180913","13/09/2018 00:00:00","5","Thursday","Jueves","Jeudi","13","256","37","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180914","14/09/2018 00:00:00","6","Friday","Viernes","Vendredi","14","257","37","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180915","15/09/2018 00:00:00","7","Saturday","Sábado","Samedi","15","258","37","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180916","16/09/2018 00:00:00","1","Sunday","Domingo","Dimanche","16","259","38","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180917","17/09/2018 00:00:00","2","Monday","Lunes","Lundi","17","260","38","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180918","18/09/2018 00:00:00","3","Tuesday","Martes","Mardi","18","261","38","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180919","19/09/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","19","262","38","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180920","20/09/2018 00:00:00","5","Thursday","Jueves","Jeudi","20","263","38","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180921","21/09/2018 00:00:00","6","Friday","Viernes","Vendredi","21","264","38","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180922","22/09/2018 00:00:00","7","Saturday","Sábado","Samedi","22","265","38","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180923","23/09/2018 00:00:00","1","Sunday","Domingo","Dimanche","23","266","39","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180924","24/09/2018 00:00:00","2","Monday","Lunes","Lundi","24","267","39","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180925","25/09/2018 00:00:00","3","Tuesday","Martes","Mardi","25","268","39","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180926","26/09/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","26","269","39","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180927","27/09/2018 00:00:00","5","Thursday","Jueves","Jeudi","27","270","39","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180928","28/09/2018 00:00:00","6","Friday","Viernes","Vendredi","28","271","39","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180929","29/09/2018 00:00:00","7","Saturday","Sábado","Samedi","29","272","39","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20180930","30/09/2018 00:00:00","1","Sunday","Domingo","Dimanche","30","273","40","September","Septiembre","Septembre","9","3","2018","2","1","2019","1"
"20181001","01/10/2018 00:00:00","2","Monday","Lunes","Lundi","1","274","40","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181002","02/10/2018 00:00:00","3","Tuesday","Martes","Mardi","2","275","40","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181003","03/10/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","3","276","40","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181004","04/10/2018 00:00:00","5","Thursday","Jueves","Jeudi","4","277","40","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181005","05/10/2018 00:00:00","6","Friday","Viernes","Vendredi","5","278","40","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181006","06/10/2018 00:00:00","7","Saturday","Sábado","Samedi","6","279","40","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181007","07/10/2018 00:00:00","1","Sunday","Domingo","Dimanche","7","280","41","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181008","08/10/2018 00:00:00","2","Monday","Lunes","Lundi","8","281","41","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181009","09/10/2018 00:00:00","3","Tuesday","Martes","Mardi","9","282","41","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181010","10/10/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","10","283","41","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181011","11/10/2018 00:00:00","5","Thursday","Jueves","Jeudi","11","284","41","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181012","12/10/2018 00:00:00","6","Friday","Viernes","Vendredi","12","285","41","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181013","13/10/2018 00:00:00","7","Saturday","Sábado","Samedi","13","286","41","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181014","14/10/2018 00:00:00","1","Sunday","Domingo","Dimanche","14","287","42","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181015","15/10/2018 00:00:00","2","Monday","Lunes","Lundi","15","288","42","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181016","16/10/2018 00:00:00","3","Tuesday","Martes","Mardi","16","289","42","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181017","17/10/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","17","290","42","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181018","18/10/2018 00:00:00","5","Thursday","Jueves","Jeudi","18","291","42","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181019","19/10/2018 00:00:00","6","Friday","Viernes","Vendredi","19","292","42","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181020","20/10/2018 00:00:00","7","Saturday","Sábado","Samedi","20","293","42","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181021","21/10/2018 00:00:00","1","Sunday","Domingo","Dimanche","21","294","43","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181022","22/10/2018 00:00:00","2","Monday","Lunes","Lundi","22","295","43","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181023","23/10/2018 00:00:00","3","Tuesday","Martes","Mardi","23","296","43","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181024","24/10/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","24","297","43","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181025","25/10/2018 00:00:00","5","Thursday","Jueves","Jeudi","25","298","43","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181026","26/10/2018 00:00:00","6","Friday","Viernes","Vendredi","26","299","43","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181027","27/10/2018 00:00:00","7","Saturday","Sábado","Samedi","27","300","43","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181028","28/10/2018 00:00:00","1","Sunday","Domingo","Dimanche","28","301","44","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181029","29/10/2018 00:00:00","2","Monday","Lunes","Lundi","29","302","44","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181030","30/10/2018 00:00:00","3","Tuesday","Martes","Mardi","30","303","44","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181031","31/10/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","31","304","44","October","Octubre","Octobre","10","4","2018","2","2","2019","1"
"20181101","01/11/2018 00:00:00","5","Thursday","Jueves","Jeudi","1","305","44","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181102","02/11/2018 00:00:00","6","Friday","Viernes","Vendredi","2","306","44","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181103","03/11/2018 00:00:00","7","Saturday","Sábado","Samedi","3","307","44","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181104","04/11/2018 00:00:00","1","Sunday","Domingo","Dimanche","4","308","45","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181105","05/11/2018 00:00:00","2","Monday","Lunes","Lundi","5","309","45","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181106","06/11/2018 00:00:00","3","Tuesday","Martes","Mardi","6","310","45","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181107","07/11/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","7","311","45","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181108","08/11/2018 00:00:00","5","Thursday","Jueves","Jeudi","8","312","45","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181109","09/11/2018 00:00:00","6","Friday","Viernes","Vendredi","9","313","45","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181110","10/11/2018 00:00:00","7","Saturday","Sábado","Samedi","10","314","45","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181111","11/11/2018 00:00:00","1","Sunday","Domingo","Dimanche","11","315","46","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181112","12/11/2018 00:00:00","2","Monday","Lunes","Lundi","12","316","46","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181113","13/11/2018 00:00:00","3","Tuesday","Martes","Mardi","13","317","46","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181114","14/11/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","14","318","46","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181115","15/11/2018 00:00:00","5","Thursday","Jueves","Jeudi","15","319","46","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181116","16/11/2018 00:00:00","6","Friday","Viernes","Vendredi","16","320","46","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181117","17/11/2018 00:00:00","7","Saturday","Sábado","Samedi","17","321","46","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181118","18/11/2018 00:00:00","1","Sunday","Domingo","Dimanche","18","322","47","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181119","19/11/2018 00:00:00","2","Monday","Lunes","Lundi","19","323","47","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181120","20/11/2018 00:00:00","3","Tuesday","Martes","Mardi","20","324","47","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181121","21/11/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","21","325","47","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181122","22/11/2018 00:00:00","5","Thursday","Jueves","Jeudi","22","326","47","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181123","23/11/2018 00:00:00","6","Friday","Viernes","Vendredi","23","327","47","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181124","24/11/2018 00:00:00","7","Saturday","Sábado","Samedi","24","328","47","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181125","25/11/2018 00:00:00","1","Sunday","Domingo","Dimanche","25","329","48","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181126","26/11/2018 00:00:00","2","Monday","Lunes","Lundi","26","330","48","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181127","27/11/2018 00:00:00","3","Tuesday","Martes","Mardi","27","331","48","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181128","28/11/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","28","332","48","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181129","29/11/2018 00:00:00","5","Thursday","Jueves","Jeudi","29","333","48","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181130","30/11/2018 00:00:00","6","Friday","Viernes","Vendredi","30","334","48","November","Noviembre","Novembre","11","4","2018","2","2","2019","1"
"20181201","01/12/2018 00:00:00","7","Saturday","Sábado","Samedi","1","335","48","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181202","02/12/2018 00:00:00","1","Sunday","Domingo","Dimanche","2","336","49","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181203","03/12/2018 00:00:00","2","Monday","Lunes","Lundi","3","337","49","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181204","04/12/2018 00:00:00","3","Tuesday","Martes","Mardi","4","338","49","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181205","05/12/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","5","339","49","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181206","06/12/2018 00:00:00","5","Thursday","Jueves","Jeudi","6","340","49","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181207","07/12/2018 00:00:00","6","Friday","Viernes","Vendredi","7","341","49","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181208","08/12/2018 00:00:00","7","Saturday","Sábado","Samedi","8","342","49","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181209","09/12/2018 00:00:00","1","Sunday","Domingo","Dimanche","9","343","50","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181210","10/12/2018 00:00:00","2","Monday","Lunes","Lundi","10","344","50","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181211","11/12/2018 00:00:00","3","Tuesday","Martes","Mardi","11","345","50","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181212","12/12/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","12","346","50","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181213","13/12/2018 00:00:00","5","Thursday","Jueves","Jeudi","13","347","50","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181214","14/12/2018 00:00:00","6","Friday","Viernes","Vendredi","14","348","50","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181215","15/12/2018 00:00:00","7","Saturday","Sábado","Samedi","15","349","50","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181216","16/12/2018 00:00:00","1","Sunday","Domingo","Dimanche","16","350","51","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181217","17/12/2018 00:00:00","2","Monday","Lunes","Lundi","17","351","51","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181218","18/12/2018 00:00:00","3","Tuesday","Martes","Mardi","18","352","51","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181219","19/12/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","19","353","51","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181220","20/12/2018 00:00:00","5","Thursday","Jueves","Jeudi","20","354","51","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181221","21/12/2018 00:00:00","6","Friday","Viernes","Vendredi","21","355","51","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181222","22/12/2018 00:00:00","7","Saturday","Sábado","Samedi","22","356","51","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181223","23/12/2018 00:00:00","1","Sunday","Domingo","Dimanche","23","357","52","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181224","24/12/2018 00:00:00","2","Monday","Lunes","Lundi","24","358","52","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181225","25/12/2018 00:00:00","3","Tuesday","Martes","Mardi","25","359","52","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181226","26/12/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","26","360","52","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181227","27/12/2018 00:00:00","5","Thursday","Jueves","Jeudi","27","361","52","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181228","28/12/2018 00:00:00","6","Friday","Viernes","Vendredi","28","362","52","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181229","29/12/2018 00:00:00","7","Saturday","Sábado","Samedi","29","363","52","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181230","30/12/2018 00:00:00","1","Sunday","Domingo","Dimanche","30","364","53","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20181231","31/12/2018 00:00:00","2","Monday","Lunes","Lundi","31","365","53","December","Diciembre","Décembre","12","4","2018","2","2","2019","1"
"20190101","01/01/2019 00:00:00","3","Tuesday","Martes","Mardi","1","1","1","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190102","02/01/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","2","2","1","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190103","03/01/2019 00:00:00","5","Thursday","Jueves","Jeudi","3","3","1","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190104","04/01/2019 00:00:00","6","Friday","Viernes","Vendredi","4","4","1","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190105","05/01/2019 00:00:00","7","Saturday","Sábado","Samedi","5","5","1","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190106","06/01/2019 00:00:00","1","Sunday","Domingo","Dimanche","6","6","2","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190107","07/01/2019 00:00:00","2","Monday","Lunes","Lundi","7","7","2","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190108","08/01/2019 00:00:00","3","Tuesday","Martes","Mardi","8","8","2","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190109","09/01/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","9","9","2","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190110","10/01/2019 00:00:00","5","Thursday","Jueves","Jeudi","10","10","2","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190111","11/01/2019 00:00:00","6","Friday","Viernes","Vendredi","11","11","2","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190112","12/01/2019 00:00:00","7","Saturday","Sábado","Samedi","12","12","2","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190113","13/01/2019 00:00:00","1","Sunday","Domingo","Dimanche","13","13","3","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190114","14/01/2019 00:00:00","2","Monday","Lunes","Lundi","14","14","3","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190115","15/01/2019 00:00:00","3","Tuesday","Martes","Mardi","15","15","3","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190116","16/01/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","16","16","3","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190117","17/01/2019 00:00:00","5","Thursday","Jueves","Jeudi","17","17","3","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190118","18/01/2019 00:00:00","6","Friday","Viernes","Vendredi","18","18","3","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190119","19/01/2019 00:00:00","7","Saturday","Sábado","Samedi","19","19","3","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190120","20/01/2019 00:00:00","1","Sunday","Domingo","Dimanche","20","20","4","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190121","21/01/2019 00:00:00","2","Monday","Lunes","Lundi","21","21","4","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190122","22/01/2019 00:00:00","3","Tuesday","Martes","Mardi","22","22","4","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190123","23/01/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","23","23","4","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190124","24/01/2019 00:00:00","5","Thursday","Jueves","Jeudi","24","24","4","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190125","25/01/2019 00:00:00","6","Friday","Viernes","Vendredi","25","25","4","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190126","26/01/2019 00:00:00","7","Saturday","Sábado","Samedi","26","26","4","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190127","27/01/2019 00:00:00","1","Sunday","Domingo","Dimanche","27","27","5","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190128","28/01/2019 00:00:00","2","Monday","Lunes","Lundi","28","28","5","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190129","29/01/2019 00:00:00","3","Tuesday","Martes","Mardi","29","29","5","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190130","30/01/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","30","30","5","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190131","31/01/2019 00:00:00","5","Thursday","Jueves","Jeudi","31","31","5","January","Enero","Janvier","1","1","2019","1","3","2019","2"
"20190201","01/02/2019 00:00:00","6","Friday","Viernes","Vendredi","1","32","5","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190202","02/02/2019 00:00:00","7","Saturday","Sábado","Samedi","2","33","5","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190203","03/02/2019 00:00:00","1","Sunday","Domingo","Dimanche","3","34","6","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190204","04/02/2019 00:00:00","2","Monday","Lunes","Lundi","4","35","6","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190205","05/02/2019 00:00:00","3","Tuesday","Martes","Mardi","5","36","6","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190206","06/02/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","6","37","6","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190207","07/02/2019 00:00:00","5","Thursday","Jueves","Jeudi","7","38","6","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190208","08/02/2019 00:00:00","6","Friday","Viernes","Vendredi","8","39","6","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190209","09/02/2019 00:00:00","7","Saturday","Sábado","Samedi","9","40","6","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190210","10/02/2019 00:00:00","1","Sunday","Domingo","Dimanche","10","41","7","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190211","11/02/2019 00:00:00","2","Monday","Lunes","Lundi","11","42","7","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190212","12/02/2019 00:00:00","3","Tuesday","Martes","Mardi","12","43","7","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190213","13/02/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","13","44","7","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190214","14/02/2019 00:00:00","5","Thursday","Jueves","Jeudi","14","45","7","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190215","15/02/2019 00:00:00","6","Friday","Viernes","Vendredi","15","46","7","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190216","16/02/2019 00:00:00","7","Saturday","Sábado","Samedi","16","47","7","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190217","17/02/2019 00:00:00","1","Sunday","Domingo","Dimanche","17","48","8","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190218","18/02/2019 00:00:00","2","Monday","Lunes","Lundi","18","49","8","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190219","19/02/2019 00:00:00","3","Tuesday","Martes","Mardi","19","50","8","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190220","20/02/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","20","51","8","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190221","21/02/2019 00:00:00","5","Thursday","Jueves","Jeudi","21","52","8","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190222","22/02/2019 00:00:00","6","Friday","Viernes","Vendredi","22","53","8","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190223","23/02/2019 00:00:00","7","Saturday","Sábado","Samedi","23","54","8","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190224","24/02/2019 00:00:00","1","Sunday","Domingo","Dimanche","24","55","9","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190225","25/02/2019 00:00:00","2","Monday","Lunes","Lundi","25","56","9","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190226","26/02/2019 00:00:00","3","Tuesday","Martes","Mardi","26","57","9","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190227","27/02/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","27","58","9","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190228","28/02/2019 00:00:00","5","Thursday","Jueves","Jeudi","28","59","9","February","Febrero","Février","2","1","2019","1","3","2019","2"
"20190301","01/03/2019 00:00:00","6","Friday","Viernes","Vendredi","1","60","9","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190302","02/03/2019 00:00:00","7","Saturday","Sábado","Samedi","2","61","9","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190303","03/03/2019 00:00:00","1","Sunday","Domingo","Dimanche","3","62","10","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190304","04/03/2019 00:00:00","2","Monday","Lunes","Lundi","4","63","10","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190305","05/03/2019 00:00:00","3","Tuesday","Martes","Mardi","5","64","10","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190306","06/03/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","6","65","10","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190307","07/03/2019 00:00:00","5","Thursday","Jueves","Jeudi","7","66","10","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190308","08/03/2019 00:00:00","6","Friday","Viernes","Vendredi","8","67","10","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190309","09/03/2019 00:00:00","7","Saturday","Sábado","Samedi","9","68","10","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190310","10/03/2019 00:00:00","1","Sunday","Domingo","Dimanche","10","69","11","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190311","11/03/2019 00:00:00","2","Monday","Lunes","Lundi","11","70","11","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190312","12/03/2019 00:00:00","3","Tuesday","Martes","Mardi","12","71","11","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190313","13/03/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","13","72","11","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190314","14/03/2019 00:00:00","5","Thursday","Jueves","Jeudi","14","73","11","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190315","15/03/2019 00:00:00","6","Friday","Viernes","Vendredi","15","74","11","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190316","16/03/2019 00:00:00","7","Saturday","Sábado","Samedi","16","75","11","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190317","17/03/2019 00:00:00","1","Sunday","Domingo","Dimanche","17","76","12","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190318","18/03/2019 00:00:00","2","Monday","Lunes","Lundi","18","77","12","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190319","19/03/2019 00:00:00","3","Tuesday","Martes","Mardi","19","78","12","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190320","20/03/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","20","79","12","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190321","21/03/2019 00:00:00","5","Thursday","Jueves","Jeudi","21","80","12","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190322","22/03/2019 00:00:00","6","Friday","Viernes","Vendredi","22","81","12","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190323","23/03/2019 00:00:00","7","Saturday","Sábado","Samedi","23","82","12","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190324","24/03/2019 00:00:00","1","Sunday","Domingo","Dimanche","24","83","13","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190325","25/03/2019 00:00:00","2","Monday","Lunes","Lundi","25","84","13","March","Marzo","Mars","3","1","2019","1","3","2019","2"
