"FinanceKey","Date","ScenarioKey","AccountKey","Amount"
"536","01/12/2017 00:00:00","1","84","2228,43"
"537","01/12/2017 00:00:00","1","85","2046,14"
"538","01/12/2017 00:00:00","1","87","10035,48"
"539","01/12/2017 00:00:00","1","89","2617,83"
"540","01/12/2017 00:00:00","1","90","4021,28"
"541","01/12/2017 00:00:00","1","91","-3209,87"
"542","01/12/2017 00:00:00","1","92","5365,65"
"543","01/12/2017 00:00:00","1","94","194807,88"
"544","01/12/2017 00:00:00","1","96","127,00"
"545","01/12/2017 00:00:00","1","97","2245,00"
"546","01/12/2017 00:00:00","1","99","292500,00"
"547","01/12/2017 00:00:00","1","100","103172,76"
"548","01/12/2017 00:00:00","1","101","2207890,40"
"549","01/12/2017 00:00:00","2","52","110800,00"
"550","01/12/2017 00:00:00","2","53","68900,00"
"551","01/12/2017 00:00:00","2","54","1000,00"
"552","01/12/2017 00:00:00","2","56","631700,00"
"553","01/12/2017 00:00:00","2","57","50300,00"
"554","01/12/2017 00:00:00","2","60","402400,00"
"555","01/12/2017 00:00:00","2","61","38750,00"
"556","01/12/2017 00:00:00","2","62","26100,00"
"557","01/12/2017 00:00:00","2","63","61800,00"
"558","01/12/2017 00:00:00","2","65","5590,00"
"559","01/12/2017 00:00:00","2","66","5170,00"
"560","01/12/2017 00:00:00","2","67","2760,00"
"561","01/12/2017 00:00:00","2","68","2170,00"
"562","01/12/2017 00:00:00","2","71","1120,00"
"563","01/12/2017 00:00:00","2","72","3660,00"
"564","01/12/2017 00:00:00","2","73","4290,00"
"565","01/12/2017 00:00:00","2","74","2700,00"
"566","01/12/2017 00:00:00","2","76","17790,00"
"567","01/12/2017 00:00:00","2","77","8490,00"
"568","01/12/2017 00:00:00","2","78","2670,00"
"569","01/12/2017 00:00:00","2","80","10040,00"
"570","01/12/2017 00:00:00","2","81","6360,00"
"571","01/12/2017 00:00:00","2","82","650,00"
"572","01/12/2017 00:00:00","2","83","2410,00"
"573","01/12/2017 00:00:00","2","84","1950,00"
"574","01/12/2017 00:00:00","2","85","1770,00"
"575","01/12/2017 00:00:00","2","87","8740,00"
"576","01/12/2017 00:00:00","2","101","2572200,00"
"577","01/01/2018 00:00:00","1","4","1147736,44"
"578","01/01/2018 00:00:00","1","6","3372351,87"
"579","01/01/2018 00:00:00","1","7","98101,80"
"580","01/01/2018 00:00:00","1","8","67444,60"
"581","01/01/2018 00:00:00","1","10","441070,00"
"582","01/01/2018 00:00:00","1","11","302611,00"
"583","01/01/2018 00:00:00","1","12","313210,52"
"584","01/01/2018 00:00:00","1","13","503563,03"
"585","01/01/2018 00:00:00","1","14","345925,54"
"586","01/01/2018 00:00:00","1","15","640279,20"
"587","01/01/2018 00:00:00","1","18","62531,21"
"588","01/01/2018 00:00:00","1","19","199257,40"
"589","01/01/2018 00:00:00","1","20","60784,41"
"590","01/01/2018 00:00:00","1","21","364576,99"
"591","01/01/2018 00:00:00","1","22","53771,91"
"592","01/01/2018 00:00:00","1","23","22192,97"
"593","01/01/2018 00:00:00","1","24","111856,65"
"594","01/01/2018 00:00:00","1","28","98747,66"
"595","01/01/2018 00:00:00","1","29","878060,87"
"596","01/01/2018 00:00:00","1","31","317850,73"
"597","01/01/2018 00:00:00","1","32","149789,34"
"598","01/01/2018 00:00:00","1","33","121729,39"
"599","01/01/2018 00:00:00","1","34","245959,93"
"600","01/01/2018 00:00:00","1","35","255069,76"
"601","01/01/2018 00:00:00","1","37","241188,89"
"602","01/01/2018 00:00:00","1","38","157075,66"
"603","01/01/2018 00:00:00","1","39","329233,95"
"604","01/01/2018 00:00:00","1","40","144106,28"
"605","01/01/2018 00:00:00","1","43","2585819,44"
"606","01/01/2018 00:00:00","1","46","2481780,47"
"607","01/01/2018 00:00:00","1","52","34289,47"
"608","01/01/2018 00:00:00","1","53","41584,99"
"609","01/01/2018 00:00:00","1","54","213,21"
"610","01/01/2018 00:00:00","1","56","329731,67"
"611","01/01/2018 00:00:00","1","57","12815,49"
"612","01/01/2018 00:00:00","1","60","426413,82"
"613","01/01/2018 00:00:00","1","61","43530,50"
"614","01/01/2018 00:00:00","1","62","35115,13"
"615","01/01/2018 00:00:00","1","63","27531,28"
"616","01/01/2018 00:00:00","1","65","7709,93"
"617","01/01/2018 00:00:00","1","66","7007,72"
"618","01/01/2018 00:00:00","1","67","3536,34"
"619","01/01/2018 00:00:00","1","68","2635,22"
"620","01/01/2018 00:00:00","1","69","776,06"
"621","01/01/2018 00:00:00","1","71","818,30"
"622","01/01/2018 00:00:00","1","72","2465,53"
"623","01/01/2018 00:00:00","1","73","4810,10"
"624","01/01/2018 00:00:00","1","74","3622,28"
"625","01/01/2018 00:00:00","1","76","12323,82"
"626","01/01/2018 00:00:00","1","77","9924,15"
"627","01/01/2018 00:00:00","1","78","2925,97"
"628","01/01/2018 00:00:00","1","80","11186,83"
"629","01/01/2018 00:00:00","1","81","6922,97"
"630","01/01/2018 00:00:00","1","82","699,00"
"631","01/01/2018 00:00:00","1","83","2443,73"
"632","01/01/2018 00:00:00","1","84","2121,64"
"633","01/01/2018 00:00:00","1","85","1954,83"
"634","01/01/2018 00:00:00","1","87","9639,00"
"635","01/01/2018 00:00:00","1","89","2571,03"
"636","01/01/2018 00:00:00","1","90","3949,10"
"637","01/01/2018 00:00:00","1","91","-3151,93"
"638","01/01/2018 00:00:00","1","92","5266,05"
"639","01/01/2018 00:00:00","1","94","61216,58"
"640","01/01/2018 00:00:00","1","96","126,00"
"641","01/01/2018 00:00:00","1","97","852,00"
"642","01/01/2018 00:00:00","1","99","292500,00"
"643","01/01/2018 00:00:00","1","100","100853,17"
"644","01/01/2018 00:00:00","1","101","957929,34"
"645","01/01/2018 00:00:00","2","52","32800,00"
"646","01/01/2018 00:00:00","2","53","44900,00"
"647","01/01/2018 00:00:00","2","54","200,00"
"648","01/01/2018 00:00:00","2","56","366000,00"
"649","01/01/2018 00:00:00","2","57","12700,00"
"650","01/01/2018 00:00:00","2","60","411000,00"
"651","01/01/2018 00:00:00","2","61","38880,00"
"652","01/01/2018 00:00:00","2","62","29280,00"
"653","01/01/2018 00:00:00","2","63","53100,00"
"654","01/01/2018 00:00:00","2","65","6240,00"
"655","01/01/2018 00:00:00","2","66","5870,00"
"656","01/01/2018 00:00:00","2","67","2830,00"
"657","01/01/2018 00:00:00","2","68","2260,00"
"658","01/01/2018 00:00:00","2","71","1120,00"
"659","01/01/2018 00:00:00","2","72","3290,00"
"660","01/01/2018 00:00:00","2","73","4430,00"
"661","01/01/2018 00:00:00","2","74","2960,00"
"662","01/01/2018 00:00:00","2","76","15050,00"
"663","01/01/2018 00:00:00","2","77","8710,00"
"664","01/01/2018 00:00:00","2","78","2740,00"
"665","01/01/2018 00:00:00","2","80","10030,00"
"666","01/01/2018 00:00:00","2","81","6470,00"
"667","01/01/2018 00:00:00","2","82","670,00"
"668","01/01/2018 00:00:00","2","83","2280,00"
"669","01/01/2018 00:00:00","2","84","1910,00"
"670","01/01/2018 00:00:00","2","85","1670,00"
"671","01/01/2018 00:00:00","2","87","8660,00"
"672","01/01/2018 00:00:00","2","101","965300,00"
"673","01/02/2018 00:00:00","1","4","3225652,66"
"674","01/02/2018 00:00:00","1","6","2958875,96"
"675","01/02/2018 00:00:00","1","7","95956,85"
"676","01/02/2018 00:00:00","1","8","59175,36"
"677","01/02/2018 00:00:00","1","10","1209727,00"
"678","01/02/2018 00:00:00","1","11","836918,00"
"679","01/02/2018 00:00:00","1","12","809677,54"
"680","01/02/2018 00:00:00","1","13","431161,09"
"681","01/02/2018 00:00:00","1","14","290038,58"
"682","01/02/2018 00:00:00","1","15","606115,74"
"683","01/02/2018 00:00:00","1","18","62531,21"
"684","01/02/2018 00:00:00","1","19","199257,40"
"685","01/02/2018 00:00:00","1","20","59821,83"
"686","01/02/2018 00:00:00","1","21","366822,94"
"687","01/02/2018 00:00:00","1","22","53575,52"
"688","01/02/2018 00:00:00","1","23","22127,09"
"689","01/02/2018 00:00:00","1","24","118112,93"
"690","01/02/2018 00:00:00","1","28","96362,50"
"691","01/02/2018 00:00:00","1","29","851349,19"
"692","01/02/2018 00:00:00","1","31","318018,15"
"693","01/02/2018 00:00:00","1","32","144320,14"
"694","01/02/2018 00:00:00","1","33","116823,68"
"695","01/02/2018 00:00:00","1","34","201449,97"
"696","01/02/2018 00:00:00","1","35","695887,37"
"697","01/02/2018 00:00:00","1","37","623399,34"
"698","01/02/2018 00:00:00","1","38","146880,52"
"699","01/02/2018 00:00:00","1","39","318359,59"
"700","01/02/2018 00:00:00","1","40","140625,37"
"701","01/02/2018 00:00:00","1","43","4443178,49"
"702","01/02/2018 00:00:00","1","46","3208243,89"
"703","01/02/2018 00:00:00","1","52","123868,01"
"704","01/02/2018 00:00:00","1","53","77669,30"
"705","01/02/2018 00:00:00","1","54","8,60"
"706","01/02/2018 00:00:00","1","56","824572,20"
"707","01/02/2018 00:00:00","1","57","57722,00"
"708","01/02/2018 00:00:00","1","60","439745,74"
"709","01/02/2018 00:00:00","1","61","46143,72"
"710","01/02/2018 00:00:00","1","62","34327,16"
"711","01/02/2018 00:00:00","1","63","90935,22"
"712","01/02/2018 00:00:00","1","65","7252,06"
"713","01/02/2018 00:00:00","1","66","6590,30"
"714","01/02/2018 00:00:00","1","67","3345,62"
"715","01/02/2018 00:00:00","1","68","2495,52"
"716","01/02/2018 00:00:00","1","69","727,61"
"717","01/02/2018 00:00:00","1","71","797,22"
"718","01/02/2018 00:00:00","1","72","6667,24"
"719","01/02/2018 00:00:00","1","73","4640,20"
"720","01/02/2018 00:00:00","1","74","3413,06"
"721","01/02/2018 00:00:00","1","76","23239,78"
"722","01/02/2018 00:00:00","1","77","9802,34"
"723","01/02/2018 00:00:00","1","78","2917,65"
"724","01/02/2018 00:00:00","1","80","11152,07"
"725","01/02/2018 00:00:00","1","81","6903,76"
"726","01/02/2018 00:00:00","1","82","692,06"
"727","01/02/2018 00:00:00","1","83","2423,95"
"728","01/02/2018 00:00:00","1","84","2094,31"
"729","01/02/2018 00:00:00","1","85","1939,01"
"730","01/02/2018 00:00:00","1","87","9712,37"
"731","01/02/2018 00:00:00","1","89","2518,22"
"732","01/02/2018 00:00:00","1","90","3870,86"
"733","01/02/2018 00:00:00","1","91","-3093,15"
"734","01/02/2018 00:00:00","1","92","5160,40"
"735","01/02/2018 00:00:00","1","94","173844,83"
"736","01/02/2018 00:00:00","1","96","126,00"
"737","01/02/2018 00:00:00","1","97","2132,00"
"738","01/02/2018 00:00:00","1","99","292500,00"
"739","01/02/2018 00:00:00","1","100","100649,50"
"740","01/02/2018 00:00:00","1","101","2453655,70"
"741","01/02/2018 00:00:00","2","52","144700,00"
"742","01/02/2018 00:00:00","2","53","78000,00"
"743","01/02/2018 00:00:00","2","54","0,00"
"744","01/02/2018 00:00:00","2","56","967100,00"
"745","01/02/2018 00:00:00","2","57","58900,00"
"746","01/02/2018 00:00:00","2","60","411000,00"
"747","01/02/2018 00:00:00","2","61","38880,00"
"748","01/02/2018 00:00:00","2","62","29280,00"
"749","01/02/2018 00:00:00","2","63","53100,00"
"750","01/02/2018 00:00:00","2","65","6240,00"
"751","01/02/2018 00:00:00","2","66","5870,00"
"752","01/02/2018 00:00:00","2","67","2830,00"
"753","01/02/2018 00:00:00","2","68","2260,00"
"754","01/02/2018 00:00:00","2","71","1120,00"
"755","01/02/2018 00:00:00","2","72","3290,00"
"756","01/02/2018 00:00:00","2","73","4430,00"
"757","01/02/2018 00:00:00","2","74","2960,00"
"758","01/02/2018 00:00:00","2","76","15050,00"
"759","01/02/2018 00:00:00","2","77","8710,00"
"760","01/02/2018 00:00:00","2","78","2740,00"
"761","01/02/2018 00:00:00","2","80","10030,00"
"762","01/02/2018 00:00:00","2","81","6470,00"
"763","01/02/2018 00:00:00","2","82","670,00"
"764","01/02/2018 00:00:00","2","83","2280,00"
"765","01/02/2018 00:00:00","2","84","1910,00"
"766","01/02/2018 00:00:00","2","85","1670,00"
"767","01/02/2018 00:00:00","2","87","8660,00"
"768","01/02/2018 00:00:00","2","101","2803300,00"
"769","01/03/2018 00:00:00","1","4","2730380,52"
"770","01/03/2018 00:00:00","1","6","2854000,97"
"771","01/03/2018 00:00:00","1","7","91015,15"
"772","01/03/2018 00:00:00","1","8","57078,52"
"773","01/03/2018 00:00:00","1","10","812721,00"
"774","01/03/2018 00:00:00","1","11","588422,00"
"775","01/03/2018 00:00:00","1","12","676552,80"
"776","01/03/2018 00:00:00","1","13","449017,21"
"777","01/03/2018 00:00:00","1","14","283862,36"
"778","01/03/2018 00:00:00","1","15","580697,93"
"779","01/03/2018 00:00:00","1","18","62531,21"
"780","01/03/2018 00:00:00","1","19","199257,40"
"781","01/03/2018 00:00:00","1","20","62424,95"
"782","01/03/2018 00:00:00","1","21","375873,32"
"783","01/03/2018 00:00:00","1","22","53541,79"
"784","01/03/2018 00:00:00","1","23","22122,09"
"785","01/03/2018 00:00:00","1","24","111174,26"
"786","01/03/2018 00:00:00","1","28","99738,07"
"787","01/03/2018 00:00:00","1","29","870376,22"
"788","01/03/2018 00:00:00","1","31","340097,15"
"789","01/03/2018 00:00:00","1","32","144373,37"
"790","01/03/2018 00:00:00","1","33","117201,61"
"791","01/03/2018 00:00:00","1","34","194588,50"
"792","01/03/2018 00:00:00","1","35","542896,05"
"793","01/03/2018 00:00:00","1","37","486348,12"
"794","01/03/2018 00:00:00","1","38","152897,37"
"795","01/03/2018 00:00:00","1","39","336277,63"
"796","01/03/2018 00:00:00","1","40","145551,25"
"797","01/03/2018 00:00:00","1","43","2822669,73"
"798","01/03/2018 00:00:00","1","46","3659193,75"
"799","01/03/2018 00:00:00","1","52","74799,71"
"800","01/03/2018 00:00:00","1","53","61463,00"
"801","01/03/2018 00:00:00","1","54","2,60"
"802","01/03/2018 00:00:00","1","56","601279,73"
"803","01/03/2018 00:00:00","1","57","51087,43"
"804","01/03/2018 00:00:00","1","60","461134,18"
"805","01/03/2018 00:00:00","1","61","42610,83"
"806","01/03/2018 00:00:00","1","62","30821,68"
"807","01/03/2018 00:00:00","1","63","64083,63"
"808","01/03/2018 00:00:00","1","65","6593,67"
"809","01/03/2018 00:00:00","1","66","5992,27"
"810","01/03/2018 00:00:00","1","67","3076,96"
"811","01/03/2018 00:00:00","1","68","2311,66"
"812","01/03/2018 00:00:00","1","69","664,79"
"813","01/03/2018 00:00:00","1","71","762,97"
"814","01/03/2018 00:00:00","1","72","2792,18"
"815","01/03/2018 00:00:00","1","73","4473,51"
"816","01/03/2018 00:00:00","1","74","3143,99"
"817","01/03/2018 00:00:00","1","76","19119,93"
"818","01/03/2018 00:00:00","1","77","9903,90"
"819","01/03/2018 00:00:00","1","78","3118,47"
"820","01/03/2018 00:00:00","1","80","12060,84"
"821","01/03/2018 00:00:00","1","81","7466,61"
"822","01/03/2018 00:00:00","1","82","760,30"
"823","01/03/2018 00:00:00","1","83","2654,95"
"824","01/03/2018 00:00:00","1","84","2324,16"
"825","01/03/2018 00:00:00","1","85","2124,50"
"826","01/03/2018 00:00:00","1","87","10206,20"
"827","01/03/2018 00:00:00","1","89","2715,01"
"828","01/03/2018 00:00:00","1","90","4164,87"
"829","01/03/2018 00:00:00","1","91","-3326,45"
"830","01/03/2018 00:00:00","1","92","5554,08"
"831","01/03/2018 00:00:00","1","94","167882,47"
"832","01/03/2018 00:00:00","1","96","127,00"
"833","01/03/2018 00:00:00","1","97","1642,00"
"834","01/03/2018 00:00:00","1","99","292500,00"
"835","01/03/2018 00:00:00","1","100","98464,66"
"836","01/03/2018 00:00:00","1","101","1955289,79"
"837","01/03/2018 00:00:00","2","52","84300,00"
"838","01/03/2018 00:00:00","2","53","76000,00"
"839","01/03/2018 00:00:00","2","54","0,00"
"840","01/03/2018 00:00:00","2","56","688800,00"
"841","01/03/2018 00:00:00","2","57","58800,00"
"842","01/03/2018 00:00:00","2","60","411000,00"
"843","01/03/2018 00:00:00","2","61","38880,00"
"844","01/03/2018 00:00:00","2","62","29280,00"
"845","01/03/2018 00:00:00","2","63","53100,00"
"846","01/03/2018 00:00:00","2","65","6240,00"
"847","01/03/2018 00:00:00","2","66","5870,00"
"848","01/03/2018 00:00:00","2","67","2830,00"
"849","01/03/2018 00:00:00","2","68","2260,00"
"850","01/03/2018 00:00:00","2","71","1120,00"
"851","01/03/2018 00:00:00","2","72","3290,00"
"852","01/03/2018 00:00:00","2","73","4430,00"
"853","01/03/2018 00:00:00","2","74","2960,00"
"854","01/03/2018 00:00:00","2","76","15050,00"
"855","01/03/2018 00:00:00","2","77","8710,00"
"856","01/03/2018 00:00:00","2","78","2740,00"
"857","01/03/2018 00:00:00","2","80","10030,00"
"858","01/03/2018 00:00:00","2","81","6470,00"
"859","01/03/2018 00:00:00","2","82","670,00"
"860","01/03/2018 00:00:00","2","83","2280,00"
"861","01/03/2018 00:00:00","2","84","1910,00"
"862","01/03/2018 00:00:00","2","85","1670,00"
"863","01/03/2018 00:00:00","2","87","8660,00"
"864","01/03/2018 00:00:00","2","101","2210000,00"
"865","01/04/2018 00:00:00","1","4","1648454,75"
"866","01/04/2018 00:00:00","1","6","2992215,50"
"867","01/04/2018 00:00:00","1","7","91162,57"
"868","01/04/2018 00:00:00","1","8","59841,24"
"869","01/04/2018 00:00:00","1","10","572963,00"
"870","01/04/2018 00:00:00","1","11","385512,00"
"871","01/04/2018 00:00:00","1","12","384502,70"
"872","01/04/2018 00:00:00","1","13","448908,05"
"873","01/04/2018 00:00:00","1","14","299242,54"
"874","01/04/2018 00:00:00","1","15","583461,99"
"875","01/04/2018 00:00:00","1","18","62531,21"
"876","01/04/2018 00:00:00","1","19","199257,40"
"877","01/04/2018 00:00:00","1","20","63935,53"
"878","01/04/2018 00:00:00","1","21","357102,27"
"879","01/04/2018 00:00:00","1","22","53693,52"
"880","01/04/2018 00:00:00","1","23","22186,33"
"881","01/04/2018 00:00:00","1","24","110638,38"
"882","01/04/2018 00:00:00","1","28","95656,09"
"883","01/04/2018 00:00:00","1","29","837385,63"
"884","01/04/2018 00:00:00","1","31","337961,43"
"885","01/04/2018 00:00:00","1","32","140073,16"
"886","01/04/2018 00:00:00","1","33","125082,49"
"887","01/04/2018 00:00:00","1","34","214764,50"
"888","01/04/2018 00:00:00","1","35","334948,89"
"889","01/04/2018 00:00:00","1","37","283463,07"
"890","01/04/2018 00:00:00","1","38","151091,82"
"891","01/04/2018 00:00:00","1","39","341662,25"
"892","01/04/2018 00:00:00","1","40","139595,92"
"893","01/04/2018 00:00:00","1","43","1599225,45"
"894","01/04/2018 00:00:00","1","46","3637632,67"
"895","01/04/2018 00:00:00","1","52","49436,24"
"896","01/04/2018 00:00:00","1","53","22943,73"
"897","01/04/2018 00:00:00","1","54","205,05"
"898","01/04/2018 00:00:00","1","56","388408,96"
"899","01/04/2018 00:00:00","1","57","25777,30"
"900","01/04/2018 00:00:00","1","60","512023,36"
"901","01/04/2018 00:00:00","1","61","51864,45"
"902","01/04/2018 00:00:00","1","62","38894,51"
"903","01/04/2018 00:00:00","1","63","46561,41"
"904","01/04/2018 00:00:00","1","65","7126,42"
"905","01/04/2018 00:00:00","1","66","6473,03"
"906","01/04/2018 00:00:00","1","67","3277,78"
"907","01/04/2018 00:00:00","1","68","2467,94"
"908","01/04/2018 00:00:00","1","69","716,24"
"909","01/04/2018 00:00:00","1","71","1060,52"
"910","01/04/2018 00:00:00","1","72","2524,23"
"911","01/04/2018 00:00:00","1","73","4642,35"
"912","01/04/2018 00:00:00","1","74","3328,07"
"913","01/04/2018 00:00:00","1","76","13557,44"
"914","01/04/2018 00:00:00","1","77","9935,32"
"915","01/04/2018 00:00:00","1","78","3023,95"
"916","01/04/2018 00:00:00","1","80","11497,21"
"917","01/04/2018 00:00:00","1","81","7115,43"
"918","01/04/2018 00:00:00","1","82","712,92"
"919","01/04/2018 00:00:00","1","83","2494,11"
"920","01/04/2018 00:00:00","1","84","2160,35"
"921","01/04/2018 00:00:00","1","85","1995,92"
"922","01/04/2018 00:00:00","1","87","9991,48"
"923","01/04/2018 00:00:00","1","89","2603,23"
"924","01/04/2018 00:00:00","1","90","3997,89"
"925","01/04/2018 00:00:00","1","91","-3191,35"
"926","01/04/2018 00:00:00","1","92","5333,96"
"927","01/04/2018 00:00:00","1","94","93412,44"
"928","01/04/2018 00:00:00","1","96","126,00"
"929","01/04/2018 00:00:00","1","97","1260,00"
"930","01/04/2018 00:00:00","1","99","292500,00"
"931","01/04/2018 00:00:00","1","100","97065,61"
"932","01/04/2018 00:00:00","1","101","1202446,65"
"933","01/04/2018 00:00:00","2","52","50000,00"
"934","01/04/2018 00:00:00","2","53","22600,00"
"935","01/04/2018 00:00:00","2","54","200,00"
"936","01/04/2018 00:00:00","2","56","422600,00"
"937","01/04/2018 00:00:00","2","57","28200,00"
"938","01/04/2018 00:00:00","2","60","470100,00"
"939","01/04/2018 00:00:00","2","61","43900,00"
"940","01/04/2018 00:00:00","2","62","32180,00"
"941","01/04/2018 00:00:00","2","63","57300,00"
"942","01/04/2018 00:00:00","2","65","6180,00"
"943","01/04/2018 00:00:00","2","66","5620,00"
"944","01/04/2018 00:00:00","2","67","2840,00"
"945","01/04/2018 00:00:00","2","68","2340,00"
"946","01/04/2018 00:00:00","2","71","1280,00"
"947","01/04/2018 00:00:00","2","72","3280,00"
"948","01/04/2018 00:00:00","2","73","4630,00"
"949","01/04/2018 00:00:00","2","74","2780,00"
"950","01/04/2018 00:00:00","2","76","16530,00"
"951","01/04/2018 00:00:00","2","77","8730,00"
"952","01/04/2018 00:00:00","2","78","2650,00"
"953","01/04/2018 00:00:00","2","80","9960,00"
"954","01/04/2018 00:00:00","2","81","6180,00"
"955","01/04/2018 00:00:00","2","82","660,00"
"956","01/04/2018 00:00:00","2","83","2200,00"
"957","01/04/2018 00:00:00","2","84","1950,00"
"958","01/04/2018 00:00:00","2","85","1780,00"
"959","01/04/2018 00:00:00","2","87","8560,00"
"960","01/04/2018 00:00:00","2","101","1364400,00"
"961","01/05/2018 00:00:00","1","4","4016743,09"
"962","01/05/2018 00:00:00","1","6","3287244,03"
"963","01/05/2018 00:00:00","1","7","102087,18"
"964","01/05/2018 00:00:00","1","8","65743,42"
"965","01/05/2018 00:00:00","1","10","1432012,00"
"966","01/05/2018 00:00:00","1","11","918306,00"
"967","01/05/2018 00:00:00","1","12","950075,19"
"968","01/05/2018 00:00:00","1","13","502369,29"
"969","01/05/2018 00:00:00","1","14","331136,22"
"970","01/05/2018 00:00:00","1","15","657057,36"
"971","01/05/2018 00:00:00","1","18","62531,21"
"972","01/05/2018 00:00:00","1","19","199257,40"
"973","01/05/2018 00:00:00","1","20","60157,09"
"974","01/05/2018 00:00:00","1","21","352631,31"
"975","01/05/2018 00:00:00","1","22","53606,91"
"976","01/05/2018 00:00:00","1","23","22073,33"
"977","01/05/2018 00:00:00","1","24","117016,38"
"978","01/05/2018 00:00:00","1","28","102318,23"
"979","01/05/2018 00:00:00","1","29","876344,15"
"980","01/05/2018 00:00:00","1","31","330968,91"
"981","01/05/2018 00:00:00","1","32","147709,37"
"982","01/05/2018 00:00:00","1","33","115826,35"
"983","01/05/2018 00:00:00","1","34","228961,57"
"984","01/05/2018 00:00:00","1","35","800213,71"
"985","01/05/2018 00:00:00","1","37","766511,64"
"986","01/05/2018 00:00:00","1","38","152930,37"
"987","01/05/2018 00:00:00","1","39","344337,23"
"988","01/05/2018 00:00:00","1","40","149317,16"
"989","01/05/2018 00:00:00","1","43","4338105,23"
"990","01/05/2018 00:00:00","1","46","4676912,32"
"991","01/05/2018 00:00:00","1","52","95510,53"
"992","01/05/2018 00:00:00","1","53","68962,73"
"993","01/05/2018 00:00:00","1","54","755,87"
"994","01/05/2018 00:00:00","1","56","904130,87"
"995","01/05/2018 00:00:00","1","57","59025,00"
"996","01/05/2018 00:00:00","1","60","509059,84"
"997","01/05/2018 00:00:00","1","61","50521,09"
"998","01/05/2018 00:00:00","1","62","37955,98"
"999","01/05/2018 00:00:00","1","63","76145,37"
"1000","01/05/2018 00:00:00","1","65","6834,57"
"1001","01/05/2018 00:00:00","1","66","6211,54"
"1002","01/05/2018 00:00:00","1","67","3168,68"
"1003","01/05/2018 00:00:00","1","68","2380,79"
"1004","01/05/2018 00:00:00","1","69","687,37"
"1005","01/05/2018 00:00:00","1","71","1025,03"
"1006","01/05/2018 00:00:00","1","72","6456,11"
"1007","01/05/2018 00:00:00","1","73","4502,96"
"1008","01/05/2018 00:00:00","1","74","3275,51"
"1009","01/05/2018 00:00:00","1","76","26201,18"
"1010","01/05/2018 00:00:00","1","77","9708,46"
"1011","01/05/2018 00:00:00","1","78","2930,77"
"1012","01/05/2018 00:00:00","1","80","11258,17"
"1013","01/05/2018 00:00:00","1","81","6969,12"
"1014","01/05/2018 00:00:00","1","82","698,58"
"1015","01/05/2018 00:00:00","1","83","2439,95"
"1016","01/05/2018 00:00:00","1","84","2106,67"
"1017","01/05/2018 00:00:00","1","85","1954,01"
"1018","01/05/2018 00:00:00","1","87","9807,74"
"1019","01/05/2018 00:00:00","1","89","2542,10"
"1020","01/05/2018 00:00:00","1","90","3902,17"
"1021","01/05/2018 00:00:00","1","91","-3116,47"
"1022","01/05/2018 00:00:00","1","92","5202,13"
"1023","01/05/2018 00:00:00","1","94","207502,24"
"1024","01/05/2018 00:00:00","1","96","126,00"
"1025","01/05/2018 00:00:00","1","97","2965,00"
"1026","01/05/2018 00:00:00","1","99","292500,00"
"1027","01/05/2018 00:00:00","1","100","99591,17"
"1028","01/05/2018 00:00:00","1","101","2965719,73"
"1029","01/05/2018 00:00:00","2","52","93400,00"
"1030","01/05/2018 00:00:00","2","53","75200,00"
"1031","01/05/2018 00:00:00","2","54","800,00"
"1032","01/05/2018 00:00:00","2","56","1087400,00"
"1033","01/05/2018 00:00:00","2","57","65800,00"
"1034","01/05/2018 00:00:00","2","60","470100,00"
"1035","01/05/2018 00:00:00","2","61","43900,00"
"1036","01/05/2018 00:00:00","2","62","32180,00"
"1037","01/05/2018 00:00:00","2","63","57300,00"
"1038","01/05/2018 00:00:00","2","65","6180,00"
"1039","01/05/2018 00:00:00","2","66","5620,00"
"1040","01/05/2018 00:00:00","2","67","2840,00"
"1041","01/05/2018 00:00:00","2","68","2340,00"
"1042","01/05/2018 00:00:00","2","71","1280,00"
"1043","01/05/2018 00:00:00","2","72","3280,00"
"1044","01/05/2018 00:00:00","2","73","4630,00"
"1045","01/05/2018 00:00:00","2","74","2780,00"
"1046","01/05/2018 00:00:00","2","76","16530,00"
"1047","01/05/2018 00:00:00","2","77","8730,00"
"1048","01/05/2018 00:00:00","2","78","2650,00"
"1049","01/05/2018 00:00:00","2","80","9960,00"
"1050","01/05/2018 00:00:00","2","81","6180,00"
"1051","01/05/2018 00:00:00","2","82","660,00"
"1052","01/05/2018 00:00:00","2","83","2200,00"
"1053","01/05/2018 00:00:00","2","84","1950,00"
"1054","01/05/2018 00:00:00","2","85","1780,00"
"1055","01/05/2018 00:00:00","2","87","8560,00"
"1056","01/05/2018 00:00:00","2","101","3211300,00"
"1057","01/06/2018 00:00:00","1","4","1335656,12"
"1058","01/06/2018 00:00:00","1","6","3201437,03"
"1059","01/06/2018 00:00:00","1","7","99504,72"
"1060","01/06/2018 00:00:00","1","8","64027,00"
"1061","01/06/2018 00:00:00","1","10","870667,00"
"1062","01/06/2018 00:00:00","1","11","526197,00"
"1063","01/06/2018 00:00:00","1","12","576129,83"
"1064","01/06/2018 00:00:00","1","13","481493,78"
"1065","01/06/2018 00:00:00","1","14","322639,32"
"1066","01/06/2018 00:00:00","1","15","641919,87"
"1067","01/06/2018 00:00:00","1","18","62531,21"
"1068","01/06/2018 00:00:00","1","19","199257,40"
"1069","01/06/2018 00:00:00","1","20","62276,25"
