"CurrencyKey","Date","AverageRate","EndOfDayRate"
"16","28/05/2020 00:00:00","0,420663","0,421763"
"16","29/05/2020 00:00:00","0,420663","0,419815"
"16","30/05/2020 00:00:00","0,430663","0,432545"
"16","31/05/2020 00:00:00","0,430849","0,429923"
"16","01/06/2020 00:00:00","0,430311","0,431220"
"16","02/06/2020 00:00:00","0,414542","0,413753"
"16","03/06/2020 00:00:00","0,414336","0,415127"
"16","04/06/2020 00:00:00","0,414336","0,413924"
"16","05/06/2020 00:00:00","0,414336","0,414611"
"16","06/06/2020 00:00:00","0,426639","0,425913"
"16","07/06/2020 00:00:00","0,423549","0,425188"
"16","08/06/2020 00:00:00","0,425188","0,424809"
"16","09/06/2020 00:00:00","0,422833","0,423191"
"16","10/06/2020 00:00:00","0,407747","0,407681"
"16","11/06/2020 00:00:00","0,407747","0,408347"
"16","12/06/2020 00:00:00","0,407747","0,406174"
"16","13/06/2020 00:00:00","0,422833","0,424628"
"16","14/06/2020 00:00:00","0,423370","0,422119"
"16","15/06/2020 00:00:00","0,423191","0,424989"
"16","16/06/2020 00:00:00","0,416840","0,416510"
"16","17/06/2020 00:00:00","0,402269","0,402901"
"16","18/06/2020 00:00:00","0,402269","0,402091"
"16","19/06/2020 00:00:00","0,402269","0,403080"
"16","20/06/2020 00:00:00","0,413240","0,412882"
"16","21/06/2020 00:00:00","0,410678","0,410846"
"16","22/06/2020 00:00:00","0,410004","0,408347"
"16","23/06/2020 00:00:00","0,404531","0,404694"
"16","24/06/2020 00:00:00","0,390503","0,389560"
"16","25/06/2020 00:00:00","0,390503","0,390625"
"16","26/06/2020 00:00:00","0,390503","0,390016"
"16","27/06/2020 00:00:00","0,396825","0,397456"
"16","28/06/2020 00:00:00","0,398724","0,398581"
"16","29/06/2020 00:00:00","0,399361","0,400160"
"16","30/06/2020 00:00:00","0,385639","0,385520"
"16","01/07/2020 00:00:00","0,391711","0,392788"
"16","02/07/2020 00:00:00","0,391711","0,390335"
"16","03/07/2020 00:00:00","0,391711","0,392943"
"16","04/07/2020 00:00:00","0,391711","0,391099"
"16","05/07/2020 00:00:00","0,389575","0,389727"
"16","06/07/2020 00:00:00","0,389469","0,388350"
"16","07/07/2020 00:00:00","0,383406","0,384615"
"16","08/07/2020 00:00:00","0,382044","0,380677"
"16","09/07/2020 00:00:00","0,382044","0,382117"
"16","10/07/2020 00:00:00","0,382044","0,381986"
"16","11/07/2020 00:00:00","0,396055","0,396197"
"16","12/07/2020 00:00:00","0,395570","0,394182"
"16","13/07/2020 00:00:00","0,397614","0,398724"
"16","14/07/2020 00:00:00","0,397947","0,397156"
"16","15/07/2020 00:00:00","0,396983","0,397947"
"16","16/07/2020 00:00:00","0,396983","0,396684"
"16","17/07/2020 00:00:00","0,396983","0,397156"
"16","18/07/2020 00:00:00","0,394322","0,394182"
"16","19/07/2020 00:00:00","0,383583","0,384025"
"16","20/07/2020 00:00:00","0,383583","0,382848"
"16","21/07/2020 00:00:00","0,375672","0,376932"
"16","22/07/2020 00:00:00","0,379219","0,378372"
"16","23/07/2020 00:00:00","0,379219","0,379665"
"16","24/07/2020 00:00:00","0,379219","0,377800"
"16","25/07/2020 00:00:00","0,379363","0,380098"
"16","26/07/2020 00:00:00","0,367377","0,367377"
"16","27/07/2020 00:00:00","0,359583","0,359855"
"16","28/07/2020 00:00:00","0,369276","0,367918"
"16","29/07/2020 00:00:00","0,358102","0,358423"
"16","30/07/2020 00:00:00","0,358102","0,357526"
"16","31/07/2020 00:00:00","0,358102","0,359337"
"16","01/08/2020 00:00:00","0,377074","0,376364"
"16","02/08/2020 00:00:00","0,368338","0,368881"
"16","03/08/2020 00:00:00","0,369426","0,368596"
"16","04/08/2020 00:00:00","0,360373","0,361664"
"16","05/08/2020 00:00:00","0,353232","0,352125"
"16","06/08/2020 00:00:00","0,353232","0,353619"
"16","07/08/2020 00:00:00","0,353232","0,352734"
"16","08/08/2020 00:00:00","0,360101","0,361011"
"16","09/08/2020 00:00:00","0,354484","0,354359"
"16","10/08/2020 00:00:00","0,350263","0,350643"
"16","11/08/2020 00:00:00","0,354120","0,353232"
"16","12/08/2020 00:00:00","0,353857","0,354623"
"16","13/08/2020 00:00:00","0,353857","0,352983"
"16","14/08/2020 00:00:00","0,353857","0,354484"
"16","15/08/2020 00:00:00","0,345066","0,344590"
"16","16/08/2020 00:00:00","0,345423","0,346272"
"16","17/08/2020 00:00:00","0,349663","0,348687"
"16","18/08/2020 00:00:00","0,350018","0,350152"
"16","19/08/2020 00:00:00","0,338776","0,338409"
"16","20/08/2020 00:00:00","0,338776","0,339213"
"16","21/08/2020 00:00:00","0,338776","0,338753"
"16","22/08/2020 00:00:00","0,349406","0,350152"
"16","23/08/2020 00:00:00","0,350263","0,349528"
"16","24/08/2020 00:00:00","0,350877","0,351000"
"16","25/08/2020 00:00:00","0,357910","0,356773"
"16","26/08/2020 00:00:00","0,347066","0,347596"
"16","27/08/2020 00:00:00","0,347066","0,346632"
"16","28/08/2020 00:00:00","0,347066","0,347826"
"16","29/08/2020 00:00:00","0,350263","0,349895"
"16","30/08/2020 00:00:00","0,347826","0,348311"
"16","31/08/2020 00:00:00","0,345197","0,344947"
"16","01/09/2020 00:00:00","0,350754","0,351630"
"16","02/09/2020 00:00:00","0,340669","0,340495"
"16","03/09/2020 00:00:00","0,340669","0,341425"
"16","04/09/2020 00:00:00","0,340669","0,340368"
"16","05/09/2020 00:00:00","0,339420","0,340032"
"16","06/09/2020 00:00:00","0,342583","0,341647"
"16","07/09/2020 00:00:00","0,339674","0,340368"
"16","08/09/2020 00:00:00","0,333890","0,333556"
"16","09/09/2020 00:00:00","0,333890","0,334784"
"16","10/09/2020 00:00:00","0,333890","0,333778"
"16","11/09/2020 00:00:00","0,333890","0,334124"
"16","12/09/2020 00:00:00","0,306185","0,305437"
"16","13/09/2020 00:00:00","0,298151","0,298240"
"16","14/09/2020 00:00:00","0,287356","0,286697"
"16","15/09/2020 00:00:00","0,319499","0,319806"
"16","16/09/2020 00:00:00","0,313952","0,313489"
"16","17/09/2020 00:00:00","0,313952","0,314070"
"16","18/09/2020 00:00:00","0,313952","0,313087"
"16","19/09/2020 00:00:00","0,324013","0,324781"
"16","20/09/2020 00:00:00","0,321027","0,320513"
"16","21/09/2020 00:00:00","0,331126","0,331565"
"16","22/09/2020 00:00:00","0,340716","0,339674"
"16","23/09/2020 00:00:00","0,330589","0,331236"
"16","24/09/2020 00:00:00","0,330589","0,329815"
"16","25/09/2020 00:00:00","0,330589","0,330589"
"16","26/09/2020 00:00:00","0,316456","0,315956"
"16","27/09/2020 00:00:00","0,315956","0,316056"
"16","28/09/2020 00:00:00","0,312500","0,312402"
"16","29/09/2020 00:00:00","0,311526","0,312110"
"16","30/09/2020 00:00:00","0,320513","0,319693"
"16","01/10/2020 00:00:00","0,320513","0,321440"
"16","02/10/2020 00:00:00","0,320513","0,319806"
"16","03/10/2020 00:00:00","0,322477","0,322581"
"16","04/10/2020 00:00:00","0,322581","0,321968"
"16","05/10/2020 00:00:00","0,323834","0,324675"
"16","06/10/2020 00:00:00","0,318370","0,318279"
"16","07/10/2020 00:00:00","0,310578","0,310665"
"16","08/10/2020 00:00:00","0,310578","0,310463"
"16","09/10/2020 00:00:00","0,310578","0,311333"
"16","10/10/2020 00:00:00","0,323217","0,322581"
"16","11/10/2020 00:00:00","0,318979","0,319908"
"16","12/10/2020 00:00:00","0,320513","0,319693"
"16","13/10/2020 00:00:00","0,325521","0,325627"
"16","14/10/2020 00:00:00","0,317108","0,316967"
"16","15/10/2020 00:00:00","0,317108","0,317158"
"16","16/10/2020 00:00:00","0,317108","0,316857"
"16","17/10/2020 00:00:00","0,323719","0,324359"
"16","18/10/2020 00:00:00","0,321647","0,320924"
"16","19/10/2020 00:00:00","0,321027","0,321554"
"16","20/10/2020 00:00:00","0,316957","0,316666"
"16","21/10/2020 00:00:00","0,316166","0,317068"
"16","22/10/2020 00:00:00","0,316166","0,315557"
"16","23/10/2020 00:00:00","0,316166","0,316857"
"16","24/10/2020 00:00:00","0,322061","0,322061"
"16","25/10/2020 00:00:00","0,318471","0,318583"
"16","26/10/2020 00:00:00","0,321554","0,321440"
"16","27/10/2020 00:00:00","0,319499","0,320318"
"16","28/10/2020 00:00:00","0,311974","0,311439"
"16","29/10/2020 00:00:00","0,311974","0,312217"
"16","30/10/2020 00:00:00","0,311974","0,311721"
"16","31/10/2020 00:00:00","0,310849","0,311439"
"16","01/11/2020 00:00:00","0,307787","0,306937"
"16","02/11/2020 00:00:00","0,297796","0,298507"
"16","03/11/2020 00:00:00","0,289855","0,289771"
"16","04/11/2020 00:00:00","0,283190","0,283206"
"16","05/11/2020 00:00:00","0,283190","0,282654"
"16","06/11/2020 00:00:00","0,283190","0,283447"
"16","07/11/2020 00:00:00","0,280112","0,279955"
"16","08/11/2020 00:00:00","0,264550","0,264760"
"16","09/11/2020 00:00:00","0,270124","0,269614"
"16","10/11/2020 00:00:00","0,265816","0,266319"
"16","11/11/2020 00:00:00","0,260634","0,260349"
"16","12/11/2020 00:00:00","0,260634","0,261240"
"16","13/11/2020 00:00:00","0,260634","0,260281"
"16","14/11/2020 00:00:00","0,266248","0,266738"
"16","15/11/2020 00:00:00","0,276625","0,276167"
"16","16/11/2020 00:00:00","0,273008","0,273224"
"16","17/11/2020 00:00:00","0,270636","0,270416"
"16","18/11/2020 00:00:00","0,264852","0,265189"
"16","19/11/2020 00:00:00","0,264852","0,264760"
"16","20/11/2020 00:00:00","0,264852","0,265470"
"16","21/11/2020 00:00:00","0,265887","0,265322"
"16","22/11/2020 00:00:00","0,267881","0,267953"
"16","23/11/2020 00:00:00","0,263179","0,262812"
"16","24/11/2020 00:00:00","0,252525","0,252979"
"16","25/11/2020 00:00:00","0,248040","0,247831"
"16","26/11/2020 00:00:00","0,248040","0,248139"
"16","27/11/2020 00:00:00","0,248040","0,247592"
"16","28/11/2020 00:00:00","0,257069","0,257334"
"16","29/11/2020 00:00:00","0,260423","0,260349"
"16","30/11/2020 00:00:00","0,255056","0,255428"
"16","01/12/2020 00:00:00","0,256417","0,255754"
"16","02/12/2020 00:00:00","0,257739","0,257865"
"16","03/12/2020 00:00:00","0,257739","0,257268"
"16","04/12/2020 00:00:00","0,257739","0,257739"
"16","05/12/2020 00:00:00","0,255369","0,255304"
"16","06/12/2020 00:00:00","0,255689","0,255689"
"16","07/12/2020 00:00:00","0,255304","0,255304"
"16","08/12/2020 00:00:00","0,262130","0,262130"
"16","09/12/2020 00:00:00","0,257169","0,257142"
"16","10/12/2020 00:00:00","0,257169","0,257208"
"16","11/12/2020 00:00:00","0,257169","0,257142"
"16","12/12/2020 00:00:00","0,264838","0,264908"
"16","13/12/2020 00:00:00","0,261097","0,261097"
"16","14/12/2020 00:00:00","0,269186","0,269251"
"16","15/12/2020 00:00:00","0,274507","0,274507"
"16","16/12/2020 00:00:00","0,269876","0,269906"
"16","17/12/2020 00:00:00","0,269876","0,269833"
"16","18/12/2020 00:00:00","0,269876","0,269978"
"16","19/12/2020 00:00:00","0,281690","0,281611"
"16","20/12/2020 00:00:00","0,280899","0,280899"
"16","21/12/2020 00:00:00","0,273149","0,273082"
"16","22/12/2020 00:00:00","0,278707","0,278707"
"16","23/12/2020 00:00:00","0,275361","0,275330"
"16","24/12/2020 00:00:00","0,275361","0,275414"
"16","25/12/2020 00:00:00","0,275361","0,275330"
"16","26/12/2020 00:00:00","0,283696","0,283768"
"16","27/12/2020 00:00:00","0,275938","0,275862"
"16","28/12/2020 00:00:00","0,269339","0,269397"
"16","29/12/2020 00:00:00","0,270636","0,270643"
"16","30/12/2020 00:00:00","0,269339","0,269397"
"16","31/12/2020 00:00:00","0,275938","0,275862"
"16","01/01/2021 00:00:00","0,283696","0,283768"
"16","02/01/2021 00:00:00","0,275361","0,275330"
"16","03/01/2021 00:00:00","0,275361","0,275414"
"16","04/01/2021 00:00:00","0,275361","0,275330"
"16","05/01/2021 00:00:00","0,278707","0,278707"
"16","06/01/2021 00:00:00","0,273149","0,273082"
"16","07/01/2021 00:00:00","0,280899","0,280899"
"16","08/01/2021 00:00:00","0,281690","0,281611"
"16","09/01/2021 00:00:00","0,269876","0,269978"
"16","10/01/2021 00:00:00","0,269876","0,269833"
"16","11/01/2021 00:00:00","0,269876","0,269906"
"16","12/01/2021 00:00:00","0,274507","0,274507"
"16","13/01/2021 00:00:00","0,269186","0,269251"
"16","14/01/2021 00:00:00","0,261097","0,261097"
"16","15/01/2021 00:00:00","0,264838","0,264908"
"16","16/01/2021 00:00:00","0,257169","0,257142"
"16","17/01/2021 00:00:00","0,257169","0,257208"
"16","18/01/2021 00:00:00","0,257169","0,257142"
"16","19/01/2021 00:00:00","0,262130","0,262130"
"16","20/01/2021 00:00:00","0,255304","0,255304"
"16","21/01/2021 00:00:00","0,255689","0,255689"
"16","22/01/2021 00:00:00","0,255369","0,255304"
"16","23/01/2021 00:00:00","0,257739","0,257739"
"16","24/01/2021 00:00:00","0,257739","0,257268"
"16","25/01/2021 00:00:00","0,257739","0,257865"
"16","26/01/2021 00:00:00","0,256417","0,255754"
"16","27/01/2021 00:00:00","0,255056","0,255428"
"16","28/01/2021 00:00:00","0,260423","0,260349"
"16","29/01/2021 00:00:00","0,257069","0,257334"
"16","30/01/2021 00:00:00","0,248040","0,247592"
"16","31/01/2021 00:00:00","0,248040","0,248139"
"16","01/02/2021 00:00:00","0,248040","0,247831"
"16","02/02/2021 00:00:00","0,252525","0,252979"
"16","03/02/2021 00:00:00","0,263179","0,262812"
"16","04/02/2021 00:00:00","0,267881","0,267953"
"16","05/02/2021 00:00:00","0,265887","0,265322"
"16","06/02/2021 00:00:00","0,264852","0,265470"
"16","07/02/2021 00:00:00","0,264852","0,264760"
"16","08/02/2021 00:00:00","0,264852","0,265189"
"16","09/02/2021 00:00:00","0,270636","0,270416"
"16","10/02/2021 00:00:00","0,273008","0,273224"
"16","11/02/2021 00:00:00","0,276625","0,276167"
"16","12/02/2021 00:00:00","0,266248","0,266738"
"16","13/02/2021 00:00:00","0,260634","0,260281"
"16","14/02/2021 00:00:00","0,260634","0,261240"
"16","15/02/2021 00:00:00","0,260634","0,260349"
"16","16/02/2021 00:00:00","0,265816","0,266319"
"16","17/02/2021 00:00:00","0,270124","0,269614"
"16","18/02/2021 00:00:00","0,264550","0,264760"
"16","19/02/2021 00:00:00","0,280112","0,279955"
"16","20/02/2021 00:00:00","0,283190","0,283447"
"16","21/02/2021 00:00:00","0,283190","0,282654"
"16","22/02/2021 00:00:00","0,283190","0,283206"
"16","23/02/2021 00:00:00","0,289855","0,289771"
"16","24/02/2021 00:00:00","0,297796","0,298507"
"16","25/02/2021 00:00:00","0,307787","0,306937"
"16","26/02/2021 00:00:00","0,310849","0,311439"
"16","27/02/2021 00:00:00","0,311974","0,311721"
"16","28/02/2021 00:00:00","0,311974","0,312217"
"19","01/01/2018 00:00:00","0,681570","0,684510"
"19","02/01/2018 00:00:00","0,683060","0,681524"
"19","03/01/2018 00:00:00","0,683013","0,686672"
"19","04/01/2018 00:00:00","0,683948","0,682082"
"19","05/01/2018 00:00:00","0,683854","0,684744"
"19","06/01/2018 00:00:00","0,682221","0,677874"
"19","07/01/2018 00:00:00","0,681292","0,685495"
"19","08/01/2018 00:00:00","0,681245","0,678518"
"19","09/01/2018 00:00:00","0,681570","0,682035"
"19","10/01/2018 00:00:00","0,681292","0,679625"
"19","11/01/2018 00:00:00","0,681060","0,682874"
"19","12/01/2018 00:00:00","0,679163","0,678518"
"19","13/01/2018 00:00:00","0,678334","0,679209"
"19","14/01/2018 00:00:00","0,678242","0,677736"
"19","15/01/2018 00:00:00","0,675676","0,680180"
"19","16/01/2018 00:00:00","0,675584","0,672902"
"19","17/01/2018 00:00:00","0,674627","0,674900"
"19","18/01/2018 00:00:00","0,675904","0,672405"
"19","19/01/2018 00:00:00","0,675721","0,680226"
"19","20/01/2018 00:00:00","0,677966","0,675995"
"19","21/01/2018 00:00:00","0,676361","0,679486"
"19","22/01/2018 00:00:00","0,677645","0,674218"
"19","23/01/2018 00:00:00","0,676636","0,679117"
"19","24/01/2018 00:00:00","0,676133","0,675402"
"19","25/01/2018 00:00:00","0,676865","0,677048"
"19","26/01/2018 00:00:00","0,676041","0,674082"
"19","27/01/2018 00:00:00","0,675128","0,676865"
"19","28/01/2018 00:00:00","0,673764","0,673083"
"19","29/01/2018 00:00:00","0,676498","0,676911"
"19","30/01/2018 00:00:00","0,676682","0,675676"
"19","31/01/2018 00:00:00","0,677736","0,679763"
"19","01/02/2018 00:00:00","0,676727","0,672993"
"19","02/02/2018 00:00:00","0,675630","0,679071"
"19","03/02/2018 00:00:00","0,675584","0,674536"
"19","04/02/2018 00:00:00","0,676956","0,679717"
"19","05/02/2018 00:00:00","0,677736","0,676498"
"19","06/02/2018 00:00:00","0,680272","0,684182"
"19","07/02/2018 00:00:00","0,681245","0,676911"
"19","08/02/2018 00:00:00","0,681199","0,681477"
"19","09/02/2018 00:00:00","0,683060","0,682780"
"19","10/02/2018 00:00:00","0,683060","0,683387"
"19","11/02/2018 00:00:00","0,689227","0,687569"
"19","12/02/2018 00:00:00","0,688279","0,689893"
"19","13/02/2018 00:00:00","0,688279","0,686860"
"19","14/02/2018 00:00:00","0,691372","0,691419"
"19","15/02/2018 00:00:00","0,691563","0,686813"
"19","16/02/2018 00:00:00","0,691515","0,693674"
"19","17/02/2018 00:00:00","0,691133","0,688231"
"19","18/02/2018 00:00:00","0,688658","0,693193"
"19","19/02/2018 00:00:00","0,689941","0,689750"
"19","20/02/2018 00:00:00","0,685025","0,687663"
"19","21/02/2018 00:00:00","0,686436","0,685683"
"19","22/02/2018 00:00:00","0,685824","0,689988"
"19","23/02/2018 00:00:00","0,686625","0,686153"
"19","24/02/2018 00:00:00","0,686813","0,688231"
"19","25/02/2018 00:00:00","0,685965","0,683761"
"19","26/02/2018 00:00:00","0,687758","0,687994"
"19","27/02/2018 00:00:00","0,689275","0,687191"
"19","28/02/2018 00:00:00","0,689655","0,693433"
"19","01/03/2018 00:00:00","0,689655","0,688942"
"19","02/03/2018 00:00:00","0,689560","0,693963"
"19","03/03/2018 00:00:00","0,689608","0,684932"
"19","04/03/2018 00:00:00","0,689322","0,694011"
"19","05/03/2018 00:00:00","0,688705","0,687002"
"19","06/03/2018 00:00:00","0,690894","0,693818"
"19","07/03/2018 00:00:00","0,693722","0,691563"
"19","08/03/2018 00:00:00","0,693722","0,697593"
"19","09/03/2018 00:00:00","0,693722","0,692042"
"19","10/03/2018 00:00:00","0,692857","0,694782"
"19","11/03/2018 00:00:00","0,695604","0,692617"
"19","12/03/2018 00:00:00","0,695217","0,697691"
"19","13/03/2018 00:00:00","0,696524","0,695314"
"19","14/03/2018 00:00:00","0,691515","0,694541"
"19","15/03/2018 00:00:00","0,690989","0,687758"
"19","16/03/2018 00:00:00","0,691467","0,696040"
"19","17/03/2018 00:00:00","0,691611","0,687853"
"19","18/03/2018 00:00:00","0,690942","0,692617"
"19","19/03/2018 00:00:00","0,694493","0,691563"
"19","20/03/2018 00:00:00","0,693385","0,698178"
"19","21/03/2018 00:00:00","0,693674","0,690608"
"19","22/03/2018 00:00:00","0,693481","0,697983"
"19","23/03/2018 00:00:00","0,694252","0,692329"
"19","24/03/2018 00:00:00","0,690894","0,692521"
"19","25/03/2018 00:00:00","0,691419","0,689180"
"19","26/03/2018 00:00:00","0,691994","0,692185"
"19","27/03/2018 00:00:00","0,690036","0,685636"
"19","28/03/2018 00:00:00","0,689845","0,692521"
"19","29/03/2018 00:00:00","0,690608","0,687427"
"19","30/03/2018 00:00:00","0,689465","0,689655"
"19","31/03/2018 00:00:00","0,686248","0,682128"
"19","01/04/2018 00:00:00","0,686813","0,691228"
"19","02/04/2018 00:00:00","0,687853","0,686342"
"19","03/04/2018 00:00:00","0,689180","0,691276"
"19","04/04/2018 00:00:00","0,688990","0,686389"
"19","05/04/2018 00:00:00","0,690131","0,693770"
"19","06/04/2018 00:00:00","0,689037","0,688990"
"19","07/04/2018 00:00:00","0,686719","0,687900"
"19","08/04/2018 00:00:00","0,683761","0,682035"
"19","09/04/2018 00:00:00","0,684088","0,684322"
"19","10/04/2018 00:00:00","0,687049","0,684978"
"19","11/04/2018 00:00:00","0,690608","0,692042"
"19","12/04/2018 00:00:00","0,690608","0,688042"
"19","13/04/2018 00:00:00","0,689845","0,691802"
"19","14/04/2018 00:00:00","0,688800","0,684603"
"19","15/04/2018 00:00:00","0,689655","0,691133"
"19","16/04/2018 00:00:00","0,690179","0,686389"
"19","17/04/2018 00:00:00","0,686672","0,687947"
"19","18/04/2018 00:00:00","0,688800","0,685730"
"19","19/04/2018 00:00:00","0,688942","0,693337"
"19","20/04/2018 00:00:00","0,689085","0,688279"
"19","21/04/2018 00:00:00","0,688137","0,690989"
"19","22/04/2018 00:00:00","0,686813","0,684463"
"19","23/04/2018 00:00:00","0,686248","0,688753"
"19","24/04/2018 00:00:00","0,686012","0,685636"
"19","25/04/2018 00:00:00","0,685542","0,689227"
"19","26/04/2018 00:00:00","0,686012","0,682035"
"19","27/04/2018 00:00:00","0,685871","0,686719"
"19","28/04/2018 00:00:00","0,683761","0,683434"
"19","29/04/2018 00:00:00","0,682501","0,684510"
"19","30/04/2018 00:00:00","0,681477","0,678334"
"19","01/05/2018 00:00:00","0,678841","0,681292"
"19","02/05/2018 00:00:00","0,680272","0,676590"
"19","03/05/2018 00:00:00","0,680272","0,681942"
"19","04/05/2018 00:00:00","0,679763","0,679394"
"19","05/05/2018 00:00:00","0,680411","0,681013"
"19","06/05/2018 00:00:00","0,680504","0,676498"
"19","07/05/2018 00:00:00","0,680180","0,680318"
"19","08/05/2018 00:00:00","0,679902","0,679348"
"19","09/05/2018 00:00:00","0,683200","0,683948"
"19","10/05/2018 00:00:00","0,683200","0,681385"
"19","11/05/2018 00:00:00","0,683527","0,684416"
"19","12/05/2018 00:00:00","0,684463","0,683153"
"19","13/05/2018 00:00:00","0,687805","0,691659"
"19","14/05/2018 00:00:00","0,686059","0,683807"
"19","15/05/2018 00:00:00","0,687332","0,689037"
"19","16/05/2018 00:00:00","0,689655","0,688705"
"19","17/05/2018 00:00:00","0,689275","0,689655"
"19","18/05/2018 00:00:00","0,689703","0,686719"
"19","19/05/2018 00:00:00","0,689275","0,689941"
"19","20/05/2018 00:00:00","0,688705","0,684275"
"19","21/05/2018 00:00:00","0,689465","0,690846"
"19","22/05/2018 00:00:00","0,688184","0,684229"
"19","23/05/2018 00:00:00","0,686059","0,688658"
"19","24/05/2018 00:00:00","0,686483","0,684135"
"19","25/05/2018 00:00:00","0,685871","0,690226"
"19","26/05/2018 00:00:00","0,683620","0,679486"
"19","27/05/2018 00:00:00","0,682967","0,686625"
"19","28/05/2018 00:00:00","0,683153","0,679302"
"19","29/05/2018 00:00:00","0,679117","0,679810"
"19","30/05/2018 00:00:00","0,677186","0,673083"
"19","31/05/2018 00:00:00","0,678242","0,680735"
"19","01/06/2018 00:00:00","0,678242","0,674718"
"19","02/06/2018 00:00:00","0,672812","0,675083"
"19","03/06/2018 00:00:00","0,674946","0,674855"
"19","04/06/2018 00:00:00","0,678150","0,678748"
"19","05/06/2018 00:00:00","0,677828","0,673718"
"19","06/06/2018 00:00:00","0,678242","0,679856"
"19","07/06/2018 00:00:00","0,678426","0,677920"
"19","08/06/2018 00:00:00","0,677874","0,678058"
"19","09/06/2018 00:00:00","0,677048","0,676682"
"19","10/06/2018 00:00:00","0,680828","0,684463"
"19","11/06/2018 00:00:00","0,677599","0,676498"
"19","12/06/2018 00:00:00","0,676956","0,680967"
"19","13/06/2018 00:00:00","0,675402","0,670871"
"19","14/06/2018 00:00:00","0,675356","0,677277"
"19","15/06/2018 00:00:00","0,675493","0,671321"
"19","16/06/2018 00:00:00","0,676270","0,678748"
"19","17/06/2018 00:00:00","0,673355","0,672314"
"19","18/06/2018 00:00:00","0,669568","0,673854"
"19","19/06/2018 00:00:00","0,667958","0,665690"
"19","20/06/2018 00:00:00","0,670961","0,673582"
"19","21/06/2018 00:00:00","0,670961","0,668762"
"19","22/06/2018 00:00:00","0,670421","0,671501"
"19","23/06/2018 00:00:00","0,670062","0,669254"
"19","24/06/2018 00:00:00","0,670421","0,674627"
"19","25/06/2018 00:00:00","0,669523","0,667869"
"19","26/06/2018 00:00:00","0,671862","0,672676"
"19","27/06/2018 00:00:00","0,672766","0,671953"
"19","28/06/2018 00:00:00","0,672766","0,676361"
"19","29/06/2018 00:00:00","0,672540","0,669748"
"19","30/06/2018 00:00:00","0,672631","0,676819"
"19","01/07/2018 00:00:00","0,672676","0,668181"
"19","02/07/2018 00:00:00","0,667601","0,670511"
"19","03/07/2018 00:00:00","0,666578","0,663834"
"19","04/07/2018 00:00:00","0,668137","0,668226"
"19","05/07/2018 00:00:00","0,668137","0,666578"
"19","06/07/2018 00:00:00","0,667780","0,671321"
"19","07/07/2018 00:00:00","0,667780","0,667468"
"19","08/07/2018 00:00:00","0,663130","0,666978"
"19","09/07/2018 00:00:00","0,661726","0,661201"
"19","10/07/2018 00:00:00","0,664761","0,665868"
"19","11/07/2018 00:00:00","0,664452","0,661288"
"19","12/07/2018 00:00:00","0,665469","0,665735"
"19","13/07/2018 00:00:00","0,664982","0,664894"
"19","14/07/2018 00:00:00","0,666622","0,670691"
"19","15/07/2018 00:00:00","0,664055","0,661989"
"19","16/07/2018 00:00:00","0,667958","0,668539"
"19","17/07/2018 00:00:00","0,670376","0,668315"
"19","18/07/2018 00:00:00","0,676590","0,679902"
"19","19/07/2018 00:00:00","0,677323","0,672766"
"19","20/07/2018 00:00:00","0,677002","0,677690"
"19","21/07/2018 00:00:00","0,675721","0,673537"
"19","22/07/2018 00:00:00","0,676911","0,677920"
"19","23/07/2018 00:00:00","0,675950","0,675037"
"19","24/07/2018 00:00:00","0,677002","0,678334"
"19","25/07/2018 00:00:00","0,677874","0,677645"
"19","26/07/2018 00:00:00","0,677874","0,680782"
"19","27/07/2018 00:00:00","0,677736","0,673355"
"19","28/07/2018 00:00:00","0,677553","0,682128"
"19","29/07/2018 00:00:00","0,680643","0,679302"
"19","30/07/2018 00:00:00","0,681013","0,684322"
"19","31/07/2018 00:00:00","0,677369","0,674946"
"19","01/08/2018 00:00:00","0,681153","0,685495"
"19","02/08/2018 00:00:00","0,681338","0,678196"
"19","03/08/2018 00:00:00","0,681477","0,685683"
"19","04/08/2018 00:00:00","0,681849","0,679717"
"19","05/08/2018 00:00:00","0,679440","0,680967"
"19","06/08/2018 00:00:00","0,678564","0,676270"
"19","07/08/2018 00:00:00","0,677048","0,681477"
"19","08/08/2018 00:00:00","0,674354","0,672450"
"19","09/08/2018 00:00:00","0,674354","0,676682"
"19","10/08/2018 00:00:00","0,674172","0,671908"
"19","11/08/2018 00:00:00","0,673219","0,676819"
"19","12/08/2018 00:00:00","0,675356","0,674946"
"19","13/08/2018 00:00:00","0,676133","0,679532"
"19","14/08/2018 00:00:00","0,673945","0,672224"
"19","15/08/2018 00:00:00","0,675265","0,678426"
"19","16/08/2018 00:00:00","0,675265","0,671727"
"19","17/08/2018 00:00:00","0,675447","0,676727"
"19","18/08/2018 00:00:00","0,674992","0,674445"
"19","19/08/2018 00:00:00","0,672948","0,676819"
"19","20/08/2018 00:00:00","0,670781","0,669120"
"19","21/08/2018 00:00:00","0,673083","0,673174"
"19","22/08/2018 00:00:00","0,674718","0,672043"
"19","23/08/2018 00:00:00","0,675174","0,675356"
"19","24/08/2018 00:00:00","0,675219","0,672948"
"19","25/08/2018 00:00:00","0,676041","0,679209"
"19","26/08/2018 00:00:00","0,675676","0,673401"
"19","27/08/2018 00:00:00","0,675265","0,675356"
"19","28/08/2018 00:00:00","0,674491","0,671366"
